epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,lr
1,0.3350791818595232,0.9251468487061438,0.16333006267974762,0.9525662405039836,0.9520609791330051,0.0003
2,0.07363199950291213,0.9785680266709001,0.08373869025304276,0.9733185102834908,0.9734346443710067,0.00029815325108927063
3,0.04752153007260086,0.98737894903953,0.0810386009805273,0.9772095608671484,0.9771717049479274,0.00029265847744427303
4,0.04447885647364071,0.9874583267185267,0.07370468849212357,0.9788771539744302,0.9771994450186899,0.0002836509786282552
5,0.02977151603850912,0.9919431655818384,0.08059402256194993,0.9755419677598666,0.9755913758546249,0.0002713525491562421
6,0.035373442378566364,0.9900777901254167,0.022063590822769343,0.9944413563090606,0.9944389055255348,0.0002560660171779821
7,0.014754154344587888,0.995594538815685,0.021325718628433122,0.9938854919399667,0.9939023062186857,0.000238167787843871
8,0.017779607542470075,0.9949198285442133,0.07633653874786,0.981100611450806,0.9811018861834929,0.00021809857496093204
9,0.015899688813978505,0.9951579615812034,0.049789881382500956,0.9864739670187141,0.9864563242869171,0.00019635254915624216
